energy,max,risetime,MED,RMS-DS,kurtosis
70706946.22,722.7994404,1.24E-10,3.49E-08,2.03E-15,14.15977786
73546345.77,782.1574298,1.15E-09,3.29E-08,2.04E-15,19.49212771
141193452.3,1762.719889,3.14E-09,2.06E-08,1.51E-15,52.13638059
62216145.63,1126.042035,1.94E-09,2.44E-08,2.26E-15,53.08474014
96069539.39,1105.940552,1.40E-09,2.23E-08,1.67E-15,29.66600654
130527763.3,2055.233874,3.67E-09,2.16E-08,1.55E-15,54.79124681
95013536.03,1175.993772,1.90E-09,2.44E-08,1.68E-15,27.00480372
180169115.6,1693.630515,2.36E-09,1.66E-08,1.28E-15,35.0527887
274421181.4,2763.568236,5.78E-09,1.47E-08,1.11E-15,57.80064923
47446528.08,1174.659084,4.96E-10,3.00E-08,2.47E-15,58.15676823
68151745.28,1191.654685,8.27E-10,2.50E-08,2.08E-15,49.81343776
46145142.99,1221.232632,3.72E-10,2.95E-08,2.59E-15,75.53245846
40516585.59,776.6710882,1.24E-10,3.34E-08,2.90E-15,36.30278052
38290758.62,542.0727859,1.24E-10,3.47E-08,2.70E-15,21.16880766
32464474.87,629.9548202,7.39E-10,4.10E-08,3.13E-15,25.15908054
30180342.56,582.7300453,1.00E-10,3.87E-08,3.19E-15,23.01227571
44916313.01,592.4708978,1.24E-10,3.29E-08,2.57E-15,16.93091829
134569977.8,1976.6056,1.11E-09,2.06E-08,1.49E-15,75.32966097
88411797.27,1675.893164,1.15E-09,2.45E-08,1.82E-15,63.14368146
60682773.91,860.0551805,7.03E-10,2.90E-08,2.16E-15,29.38809976
111251453.4,2135.57316,9.54E-09,1.68E-08,1.53E-15,74.86740955
91135100.81,1497.742761,9.09E-10,1.43E-08,1.76E-15,48.99616572
79374175.43,1200.350946,1.15E-09,2.67E-08,1.82E-15,41.38838191
123380958.4,1974.204869,1.36E-09,2.43E-08,1.57E-15,58.16363555
82698194.15,1141.595739,9.87E-10,2.60E-08,1.91E-15,38.28362632
90512044.6,1272.614373,7.85E-10,2.50E-08,1.87E-15,41.20212817
54530842.15,1348.669346,7.44E-10,3.14E-08,2.31E-15,49.03866453
91409028.88,1585.788107,7.85E-10,2.61E-08,1.74E-15,41.28326228
61241242.49,638.6614507,2.48E-10,3.67E-08,2.20E-15,13.35139809
70644061.1,1119.639112,1.44E-09,3.34E-08,2.11E-15,25.0902323
51312487.17,507.1512912,1.24E-10,4.16E-08,2.34E-15,10.2771572
47396458.96,560.0115099,1.00E-10,4.17E-08,2.52E-15,13.15057639
29694017.68,530.2171059,1.41E-09,3.24E-08,3.88E-15,14.24661425
40823133.42,708.4715406,2.44E-08,2.79E-08,3.03E-15,17.30967777
32959474.33,618.3499838,1.65E-10,4.42E-08,3.16E-15,15.70793573
84273371.3,902.9603543,4.96E-10,2.85E-08,2.08E-15,17.82357483
51905148.8,717.6191718,1.86E-09,2.96E-08,2.62E-15,18.98671385
27978142.68,454.2587707,1.00E-10,4.56E-08,3.28E-15,9.51616106
496730517.5,4027.267611,3.26E-09,1.55E-08,9.93E-16,62.57663278
129332206.9,1627.734945,7.23E-09,2.05E-08,1.56E-15,35.08927959
49873212.82,671.5035511,2.48E-10,3.65E-08,2.40E-15,13.85458242
25175158.72,402.2988652,4.90E-08,5.20E-08,3.49E-15,7.903502631
32147236.63,469.7654242,1.00E-10,4.39E-08,2.96E-15,11.65727532
27522670.63,689.0696287,2.07E-10,4.56E-08,3.32E-15,26.59380905
140666424.7,1636.647387,2.07E-10,2.75E-08,1.52E-15,32.62902941
105996061.7,1356.8987,9.29E-09,2.05E-08,1.67E-15,37.56195213
30200052.51,352.8160527,2.75E-08,4.62E-08,3.31E-15,7.723820015
23904429.57,321.185109,2.48E-10,5.22E-08,3.64E-15,7.623226907
172702715.6,1125.632191,2.07E-10,2.40E-08,1.31E-15,17.58948385
91302840.93,1223.568379,1.74E-09,2.61E-08,1.85E-15,26.06411666
24005491.95,395.9778288,1.69E-08,4.15E-08,4.17E-15,10.5094983
46055155.8,761.6657599,4.13E-10,3.78E-08,2.52E-15,18.48253311
28301489.75,378.5025662,5.03E-08,4.62E-08,3.21E-15,9.155899707
514728032,2580.533884,4.71E-09,1.30E-08,9.39E-16,31.94365422
159013054.4,1310.605843,2.48E-10,2.11E-08,1.41E-15,18.56130135
38606865.26,521.2760148,1.00E-10,4.31E-08,2.75E-15,12.40303607
49166137.17,579.8469343,1.20E-09,3.76E-08,2.59E-15,10.65739652
35445579.61,482.7848934,1.00E-10,3.60E-08,3.21E-15,10.31749839
634601676.9,3186.141004,4.55E-10,1.02E-08,9.46E-16,34.05402611
58279246.25,851.2538713,6.73E-09,3.59E-08,2.28E-15,15.30042617
128490302.6,1136.08368,3.14E-09,2.15E-08,1.51E-15,19.17659342
72001145.77,919.881633,3.59E-09,3.32E-08,1.90E-15,18.17266623
87363706.05,835.6517399,3.06E-09,2.79E-08,1.95E-15,16.64690969
140214136.9,1348.294413,1.36E-09,2.21E-08,1.45E-15,24.44456437
112304375.1,1174.356067,2.89E-10,2.95E-08,1.65E-15,22.1948296
44487534.74,558.5960111,1.00E-10,3.56E-08,2.84E-15,14.93869326
52620152.6,671.0507778,1.24E-10,3.39E-08,2.52E-15,16.69696849
84720765.81,1106.559393,3.38E-09,2.92E-08,1.80E-15,26.18847642
65470084.17,753.5030965,1.41E-09,2.18E-08,2.21E-15,14.82746497
37433329.97,603.5294641,2.68E-09,3.62E-08,2.97E-15,16.11936034
70135545.27,832.2793577,4.55E-09,2.95E-08,2.12E-15,18.13119672
75843243.79,906.3328054,9.91E-09,2.47E-08,1.89E-15,19.11813843
65331683.52,917.5263181,4.34E-09,2.48E-08,2.27E-15,24.79957449
32055964.55,532.9909043,1.24E-10,4.22E-08,3.26E-15,12.88463742
41551740.99,544.7380371,1.24E-10,3.94E-08,2.79E-15,15.42677447
39037796.71,553.8070943,1.24E-10,3.75E-08,2.72E-15,15.96886646
25505085.61,421.6617897,3.92E-08,4.20E-08,4.01E-15,10.27710014
36852350.75,608.1360529,4.75E-09,3.59E-08,2.93E-15,15.53093012
38309803.3,670.2572155,6.94E-09,3.25E-08,2.83E-15,23.16251882
24254405.19,391.4413609,4.27E-08,4.37E-08,3.75E-15,11.4493604
33908791.22,483.132343,1.00E-10,3.19E-08,3.33E-15,12.42071391
28596462.87,416.668167,5.09E-08,4.69E-08,3.47E-15,11.34863906
39494075.25,509.618995,3.55E-09,3.14E-08,2.96E-15,15.47005384
23657480.96,388.2565002,1.76E-08,4.47E-08,3.84E-15,9.177747051
26206565.09,406.6868506,3.86E-08,4.44E-08,3.69E-15,11.43573761
31573383.4,531.5107234,3.72E-09,3.64E-08,3.46E-15,14.21740676
30754984.59,485.3578358,1.24E-10,4.24E-08,3.31E-15,11.87698501
25820031.64,339.4975892,4.11E-08,4.37E-08,3.96E-15,8.34802405
29574160.87,456.6235242,1.00E-10,4.12E-08,3.51E-15,12.48945617
28116695.24,433.8038377,4.24E-08,4.08E-08,3.52E-15,15.43639498
25153950.06,416.044924,5.59E-08,4.45E-08,3.80E-15,10.57492933
124905196.2,1384.363434,5.37E-09,2.60E-08,1.51E-15,24.35805929
123974970.8,1050.402466,1.20E-09,2.49E-08,1.47E-15,16.57014016
35963205.87,550.8521227,1.00E-10,3.73E-08,2.87E-15,19.46449399
31056988.7,622.488202,1.24E-10,3.85E-08,3.30E-15,20.11338885
35872370.87,556.5141285,2.48E-10,3.67E-08,2.85E-15,18.5318681
35132917.59,525.4869256,1.24E-10,3.34E-08,2.94E-15,18.9518176
220877668.1,2505.993229,8.27E-10,2.33E-08,1.27E-15,44.06353731
76927150.57,924.9846074,2.48E-10,3.16E-08,1.85E-15,18.40192774
67580046.46,1159.678724,2.10E-09,2.72E-08,2.13E-15,38.39875885
44752996.35,831.8126773,1.00E-10,3.38E-08,2.64E-15,26.38415736
51611315.8,946.4574238,1.03E-09,2.85E-08,2.34E-15,45.51669411
41390838.54,838.6717797,1.24E-10,3.48E-08,2.63E-15,28.78592359
207964282.7,1496.344328,2.07E-10,2.52E-08,1.27E-15,20.56874968
49486551.52,723.8601109,2.48E-10,3.64E-08,2.31E-15,23.59272064
43781338.05,580.1045072,1.16E-09,3.65E-08,2.67E-15,14.37457164
54964340.99,1031.768111,1.03E-09,2.98E-08,2.19E-15,34.59223963
34188159.44,583.9227755,1.24E-10,3.87E-08,2.94E-15,17.20709656
212653909.5,1781.498961,1.81E-09,2.26E-08,1.31E-15,29.23626945
195010083.9,2640.827443,5.37E-09,1.76E-08,1.26E-15,53.80061678
255518163.2,2117.111539,3.31E-10,2.33E-08,1.32E-15,39.01548147
111670596.6,1077.447161,6.53E-09,2.02E-08,1.91E-15,17.55163473
154401336.3,1520.855039,3.31E-10,2.60E-08,1.57E-15,31.99518463
118280400.1,1024.122953,2.07E-10,3.65E-08,1.69E-15,15.15691582
66093391.83,714.5063536,7.23E-09,3.06E-08,2.32E-15,12.66215815
220898805.8,1683.997734,3.31E-10,2.88E-08,1.42E-15,24.30912948
180557878.5,2832.479956,4.55E-10,2.63E-08,1.60E-15,85.27430079
154152345.1,1096.893665,3.31E-10,3.30E-08,1.57E-15,16.8207875
168002885.4,1589.781074,2.07E-10,3.42E-08,1.48E-15,27.86060364
129883213.9,1470.691307,1.24E-10,3.21E-08,1.76E-15,25.87341076
170572605.1,1798.932679,2.48E-10,3.12E-08,1.42E-15,31.0683319
204711127.3,2913.125975,3.31E-10,2.68E-08,1.67E-15,102.7050329
277158950.2,3086.364581,3.31E-10,2.72E-08,1.63E-15,57.9945868
529122948.5,5192.670411,3.31E-10,1.82E-08,1.17E-15,137.1094998
108089922.6,925.3964312,2.07E-10,3.95E-08,1.65E-15,15.03294845
314137442.2,3350.629139,3.72E-10,2.27E-08,1.34E-15,91.74616628
135047165.1,2107.600108,4.13E-10,3.38E-08,1.77E-15,55.8339883
127894948.8,1227.807795,2.48E-10,3.69E-08,1.68E-15,21.05898599
180388079.4,1799.024396,3.31E-10,3.09E-08,1.59E-15,39.03693247
253947274.3,2891.554599,3.31E-10,2.58E-08,1.54E-15,57.89325601
353447988.6,4175.138303,3.72E-10,2.03E-08,1.38E-15,149.9514938
163416113,2215.195743,3.31E-10,2.57E-08,1.56E-15,57.83047903
124977090.4,1385.694017,3.31E-10,2.96E-08,1.52E-15,25.21404729
143472636.5,1644.268106,4.96E-10,2.96E-08,1.83E-15,26.41341629
211538500.6,2554.839585,3.31E-10,2.61E-08,1.46E-15,58.77791741
213358759.8,2178.342176,3.31E-10,2.49E-08,1.42E-15,37.20923614
553797616,4485.400841,2.93E-09,1.42E-08,1.08E-15,84.46394792
352551615.1,3162.819402,3.31E-10,1.97E-08,1.23E-15,59.92014362
37311338.42,427.3516171,2.58E-08,5.12E-08,2.88E-15,9.646424918
47002645.33,691.1701316,2.02E-09,4.94E-08,3.67E-15,18.03218451
30282056.52,396.8975806,4.43E-08,4.11E-08,3.33E-15,10.18645668
42675492.15,500.6262554,1.00E-10,3.50E-08,2.71E-15,11.60760168
52648551.09,610.8775372,2.48E-10,3.65E-08,2.95E-15,11.80051209
93271550.56,865.5046544,1.36E-09,2.58E-08,1.72E-15,17.03363308
154721400.5,1730.5427,4.55E-10,1.97E-08,1.38E-15,37.80257173
76096043.45,783.2362982,6.48E-09,3.06E-08,1.94E-15,15.75648294
81753415.74,921.4259049,3.72E-10,3.33E-08,2.57E-15,19.76854575
55025898.92,830.726813,1.23E-09,3.97E-08,2.60E-15,16.72409347
186101544.1,1504.428174,3.72E-10,2.56E-08,1.27E-15,31.38969618
258230398,2592.340929,3.84E-09,1.67E-08,1.33E-15,62.53222072
334144371,2849.562611,3.42E-09,1.61E-08,1.13E-15,63.78116335
633052455.2,4677.611803,5.00E-09,1.30E-08,1.03E-15,80.29703574
22512727.94,373.3032773,4.28E-08,5.45E-08,4.14E-15,9.585842385
66317557.28,787.8220761,3.31E-10,3.41E-08,2.29E-15,17.29314259
43341493.72,619.6435555,2.19E-09,4.43E-08,3.12E-15,16.09664149
57267613.38,651.7874807,1.24E-10,3.88E-08,2.42E-15,15.81370065
39813235.03,796.5017362,1.44E-09,4.76E-08,3.54E-15,27.16337026
27749520.15,694.871584,8.27E-10,4.85E-08,3.58E-15,23.68813395
25502888.23,434.937004,4.92E-08,5.66E-08,3.70E-15,12.05872814
33263698.45,620.0079501,1.65E-10,5.66E-08,3.76E-15,18.64942014
21828763.78,418.8511645,5.90E-08,4.76E-08,3.98E-15,12.67736527
19597239.9,348.7726803,5.43E-08,5.17E-08,4.22E-15,9.830815698
75967774.4,1412.618526,3.14E-09,2.90E-08,2.19E-15,54.58927416
101057380.7,2286.344395,3.34E-09,2.00E-08,1.87E-15,126.8076836
46876061.78,1302.691211,2.97E-09,3.45E-08,2.78E-15,98.06271982
58151622.11,861.2882162,2.69E-09,3.20E-08,2.56E-15,22.84774459
41861106.47,553.0431911,5.37E-10,4.25E-08,2.94E-15,14.51364366
36568707.5,762.7997793,9.45E-10,4.74E-08,3.20E-15,26.43622211
25712966.5,380.8734885,4.36E-08,4.26E-08,4.03E-15,11.9888835
33794175.63,753.3731049,1.12E-08,3.32E-08,3.28E-15,28.14426545
30925541.67,577.6117378,1.06E-08,3.47E-08,3.49E-15,18.21931797
61091011.46,1065.49259,4.55E-10,2.70E-08,2.17E-15,42.07403177
113434397.3,1447.957792,2.48E-10,3.15E-08,2.02E-15,29.78630544
238603898.3,2048.7007,2.07E-10,2.06E-08,1.16E-15,29.68413767
144296682.9,1636.637265,3.31E-10,2.29E-08,1.52E-15,30.25930954
18387691.47,322.6717191,4.43E-08,5.14E-08,4.38E-15,8.565461008
24567592.32,430.1007186,4.93E-08,4.22E-08,3.87E-15,10.56695243
83170041.96,1560.209672,3.31E-10,1.96E-08,1.89E-15,57.22810394
60161444.15,938.2960043,1.07E-09,3.10E-08,2.13E-15,23.95618045
30071983.79,413.1490593,5.24E-08,4.12E-08,3.22E-15,11.27867057
86349114.01,1239.590307,2.07E-10,2.91E-08,2.02E-15,32.39152622
158029893.7,1389.887395,2.73E-09,2.23E-08,1.37E-15,25.48800683
160486952.4,1346.212759,3.72E-10,2.19E-08,1.41E-15,23.16188199
168353192.7,1656.338151,3.67E-09,2.42E-08,1.49E-15,29.29630498
246157491.4,2285.849253,3.30E-09,1.79E-08,1.19E-15,54.69212598
64070158.25,1016.388504,8.21E-10,2.95E-08,2.26E-15,32.06677484
100623416.1,1104.680321,8.68E-10,2.78E-08,1.72E-15,21.06133731
297058526,2042.746905,2.60E-09,1.51E-08,1.06E-15,35.59671594
698466505.5,5333.823082,2.35E-09,1.28E-08,9.12E-16,87.08844771
51869411.88,747.0884062,2.02E-09,3.08E-08,2.32E-15,19.10604026
89313180.53,1055.981005,3.76E-09,2.62E-08,1.62E-15,22.98499568
340829271.9,2618.526515,4.29E-09,1.64E-08,9.49E-16,42.59283788
154364636.5,1323.417632,3.72E-10,1.75E-08,1.31E-15,21.38306723
73350301.05,1350.210579,7.31E-09,2.29E-08,1.99E-15,39.40846357
200818116.7,1946.117353,3.18E-09,1.94E-08,1.17E-15,41.53395385
878466137.4,5627.235114,4.46E-09,1.26E-08,8.88E-16,73.12917203
31321068.06,560.6946547,1.00E-10,3.64E-08,3.13E-15,20.22254821
47249757.91,898.9172244,3.31E-10,2.78E-08,2.39E-15,26.91318753
131467047.3,1688.119823,4.09E-09,1.86E-08,1.32E-15,41.268024
89096753.4,1249.793508,2.07E-10,2.85E-08,1.61E-15,26.70822631
450362077.9,4198.561915,1.03E-09,1.56E-08,8.63E-16,58.16987651
115767454.7,1323.361639,6.24E-09,1.71E-08,1.47E-15,28.15986818
69205208.07,885.6610314,2.72E-09,2.46E-08,2.01E-15,30.18502589
60928857.1,832.9660375,4.42E-09,2.55E-08,1.99E-15,22.06103636
48748799.6,587.0361667,1.00E-10,2.71E-08,2.50E-15,16.81571517
31390399.95,471.7493608,1.00E-10,3.57E-08,3.18E-15,13.81772622
51151985.85,708.4303372,1.24E-10,2.97E-08,2.39E-15,16.77270008
829877226.5,3259.45495,7.85E-10,1.45E-08,7.72E-16,32.21013339
94997446.01,927.4401571,6.20E-10,2.42E-08,1.57E-15,20.90054835
75526740.6,1253.828129,5.37E-09,2.30E-08,1.88E-15,34.43037789
55568828.54,745.0576895,7.69E-09,2.69E-08,2.22E-15,17.61982434
46698296.97,594.2648873,1.00E-10,3.30E-08,2.39E-15,15.25105117
32453597.16,530.1177042,4.96E-10,3.55E-08,3.06E-15,15.74257236
43422684.3,753.0605528,6.36E-09,2.45E-08,2.81E-15,25.99011526
146277863.7,1649.8517,4.83E-09,2.17E-08,1.28E-15,31.24882118
102695568,1493.694571,4.13E-10,2.27E-08,1.50E-15,34.51232589
34569590.09,548.1701073,1.00E-10,3.45E-08,2.89E-15,18.21198783
25996405.1,417.4950725,3.55E-08,3.99E-08,3.50E-15,13.15656592
28879918.26,499.1390281,1.00E-10,3.84E-08,3.31E-15,18.7738904
16438886.88,292.0631444,3.71E-08,5.02E-08,4.62E-15,7.500184159
23571010.55,620.2929804,1.24E-10,4.20E-08,4.08E-15,29.10960941
116195685.1,1526.745899,4.79E-09,3.04E-08,1.97E-15,32.30000754
121723227.3,1028.09118,4.22E-09,3.36E-08,1.91E-15,16.57156371
105984213.2,1189.810526,2.48E-10,3.34E-08,1.81E-15,23.97952092
148159467.4,2081.434567,2.48E-10,2.70E-08,1.76E-15,63.64823602
145319087.7,2424.028762,2.48E-10,2.63E-08,1.76E-15,83.62713355
72328983.53,811.953421,1.24E-10,4.09E-08,2.20E-15,16.661972
73983284.38,679.047623,1.24E-10,3.90E-08,2.22E-15,12.9155456
122557233,1414.984598,2.10E-09,3.22E-08,1.72E-15,31.17467664
66011297.41,632.348761,1.24E-10,4.70E-08,2.10E-15,12.00265103
81225566.92,1100.569921,1.36E-09,3.65E-08,2.18E-15,30.02869489
68332126.64,764.2238978,1.65E-10,4.54E-08,2.27E-15,14.67188762
82264668.75,1471.693141,2.06E-09,3.52E-08,2.16E-15,48.9122605
42976499.35,549.3706581,1.24E-10,4.75E-08,2.76E-15,8.454900633
84316754.45,1220.943259,5.29E-09,3.25E-08,2.15E-15,26.10351827
101886698.6,1495.757609,3.22E-09,3.44E-08,1.87E-15,32.08440051
48766966.44,566.8141487,2.48E-10,4.17E-08,2.58E-15,11.97719748
67968259.06,904.9471044,3.09E-09,3.39E-08,2.31E-15,25.85041014
76014213.57,1030.55815,2.14E-09,3.41E-08,2.09E-15,23.74309535
36986714.69,444.2906338,1.00E-10,5.26E-08,2.95E-15,8.147943718
60762589.06,1040.110626,2.07E-10,3.15E-08,2.53E-15,29.46638233
121242664.2,1126.486964,3.31E-10,3.02E-08,1.88E-15,19.51414214
183468879.9,2104.050418,1.85E-09,2.48E-08,1.48E-15,43.11486726
68885894.63,1024.178027,2.07E-10,4.15E-08,2.45E-15,30.74598543
70084676.93,967.8858123,2.07E-10,3.97E-08,2.33E-15,22.85880024
108128664.4,1281.63321,2.07E-10,3.09E-08,1.91E-15,36.84231609
63330501.94,1076.87764,2.07E-10,2.64E-08,2.61E-15,25.4429263
56537821.18,664.2959215,1.65E-10,1.57E-08,2.86E-15,12.17280752
117977412.3,2122.706479,3.05E-09,2.71E-08,1.89E-15,75.74601191
157698807.9,2804.759646,3.67E-09,2.41E-08,1.64E-15,121.5979468
39069854.69,497.2233685,2.48E-10,4.79E-08,3.10E-15,10.66640862
61876201.19,1082.961823,3.55E-09,3.76E-08,2.59E-15,38.65542049
111776717,2050.024513,2.80E-09,2.60E-08,1.91E-15,98.38138173
41834283,429.7565981,1.00E-10,5.33E-08,2.84E-15,8.066505303
73285249.63,1009.540609,2.48E-10,3.26E-08,2.31E-15,24.09182816
55162445.08,678.2313034,1.24E-10,4.46E-08,2.52E-15,14.07078936
82273910.91,1112.299367,1.36E-09,3.34E-08,2.23E-15,21.88843103
117495671.4,1410.882754,2.48E-10,3.17E-08,1.85E-15,29.94261765
78333065.13,1220.222291,2.07E-10,3.22E-08,2.21E-15,54.29683626
88811941.26,1054.897691,3.31E-10,3.17E-08,2.08E-15,25.89707237
62163706.63,840.2305771,7.44E-10,4.04E-08,2.34E-15,23.09477103
62680504.74,1031.520969,4.96E-10,3.25E-08,2.29E-15,27.40836204
38353488.94,526.6634517,1.00E-10,5.07E-08,2.92E-15,9.936521358
77481459.45,972.664891,2.80E-09,3.28E-08,2.15E-15,26.43986221
173036768.2,2927.718299,3.09E-09,1.93E-08,1.54E-15,153.5762655
34089185.34,419.3481376,3.77E-08,4.84E-08,3.20E-15,8.821651286
37709951.64,635.6207676,1.52E-09,4.49E-08,3.10E-15,20.77516567
89813233.69,1906.989753,3.55E-09,2.79E-08,2.17E-15,96.49374105
30816714.49,466.3268825,1.00E-10,5.59E-08,3.22E-15,7.688564489
51581813.92,1019.282735,8.27E-10,3.74E-08,2.82E-15,40.48393406
92335453.49,833.8559331,2.48E-10,4.37E-08,1.98E-15,12.26694836
78283411.16,1083.426958,2.60E-09,3.68E-08,2.28E-15,21.99778738
73286689.66,760.8856015,4.42E-09,3.63E-08,2.20E-15,11.58773657
105085086.1,1057.671355,4.42E-09,3.40E-08,1.94E-15,20.00765197
92214494.73,879.4367082,7.03E-10,4.35E-08,2.01E-15,14.30378838
79678483.32,777.3629961,1.24E-10,4.09E-08,2.25E-15,12.77793288
91116351.94,976.9439813,1.94E-09,3.76E-08,2.07E-15,17.44647632
143476886.9,1927.526614,4.58E-09,3.28E-08,1.74E-15,44.12628544
123712612.6,1353.439368,1.16E-08,2.88E-08,1.89E-15,28.07117292
101162545.2,1017.877129,5.95E-09,3.63E-08,2.05E-15,15.92277683
105465263.1,1152.99433,4.71E-09,3.58E-08,1.93E-15,20.42903239
88173692.39,1297.412715,4.00E-09,3.57E-08,2.24E-15,42.89982887
124229871.7,1071.119843,1.78E-09,3.38E-08,1.83E-15,19.41094482
127699966.8,1690.400126,5.37E-10,3.63E-08,1.96E-15,35.78608126
101733277.2,1826.906302,4.46E-09,3.39E-08,1.98E-15,56.67069346
148713767.4,1557.586367,2.07E-10,3.40E-08,1.72E-15,32.87596084
168440226.1,1927.528797,1.90E-09,2.43E-08,1.77E-15,42.68110552
150030361.9,1464.218159,4.75E-09,2.99E-08,1.71E-15,36.3310634
178777309,2432.310773,6.85E-09,2.74E-08,1.52E-15,52.25540657
141835641.8,1957.692907,2.07E-10,3.03E-08,1.92E-15,62.50370442
197630508.3,2039.778916,3.31E-10,3.09E-08,1.49E-15,40.74307518
152034658,1513.071552,6.15E-09,3.08E-08,1.69E-15,27.21608491
119222780,1304.099156,2.07E-10,3.99E-08,1.83E-15,18.40499561
307482078.1,2725.886811,2.48E-10,2.70E-08,1.36E-15,49.29588051
205681004.9,2100.843767,2.07E-10,3.21E-08,1.60E-15,43.45557384
158040150.3,3112.76731,2.85E-09,2.92E-08,1.88E-15,159.922554
148256162.2,1689.591359,3.31E-10,3.61E-08,1.75E-15,41.69785437
144610925.3,1390.96607,2.48E-10,4.08E-08,1.87E-15,26.89825419
137320776.9,1476.632702,5.29E-09,3.08E-08,1.87E-15,23.82196364
190678342,2892.629169,5.79E-10,3.12E-08,1.71E-15,76.60494148
104778993.7,1104.857572,2.48E-10,2.84E-08,2.03E-15,16.17273025
93576421.86,807.9814158,6.90E-09,1.86E-08,2.18E-15,12.88961427
145260499,1131.145145,1.36E-09,3.22E-08,1.73E-15,14.37825598
131602088.3,1356.656651,1.89E-08,2.92E-08,1.75E-15,20.60978448
94593230.56,671.5572561,1.08E-08,2.11E-08,2.18E-15,8.936836553
183122976.9,1916.901934,8.47E-09,1.60E-08,1.66E-15,38.74526822

