energy,max,risetime,MED,RMS-DS,kurtosis
113310355,2421.662348,3.72E-10,2.28E-08,1.84E-15,125.6337331
70493585.51,1245.702303,2.48E-10,3.08E-08,2.29E-15,53.81674313
79337708.76,1460.752032,3.31E-10,3.17E-08,2.20E-15,48.34800751
59254723.38,1115.111907,1.24E-10,3.79E-08,2.43E-15,40.87437294
189686447.3,2448.7002,3.31E-10,1.66E-08,1.39E-15,96.26088414
157982011.7,2148.151357,3.31E-10,2.42E-08,1.65E-15,51.49621762
177414797.9,2558.020006,2.48E-10,2.30E-08,1.64E-15,98.72281865
106807147.1,1479.051298,1.24E-10,3.21E-08,1.84E-15,36.81836667
182797105,2980.346327,3.31E-10,2.14E-08,1.50E-15,108.4858222
127039342.4,1435.329721,3.31E-10,2.91E-08,1.73E-15,36.01106989
202627924.7,2653.477486,3.31E-10,1.94E-08,1.49E-15,87.91481148
463536091.9,3820.502923,3.67E-10,1.76E-08,9.85E-16,65.29316849
440461902.5,3717.475568,4.55E-10,1.53E-08,9.63E-16,68.05389503
352852501.4,3153.275336,3.31E-10,1.55E-08,1.01E-15,73.00093589
338641089.4,2400.876743,4.13E-10,1.62E-08,1.00E-15,44.62370368
107162579.1,1858.351607,9.04E-10,2.26E-08,1.57E-15,47.42281384
583807403.4,5270.463085,3.72E-10,1.19E-08,9.29E-16,124.2945884
477791342.2,4392.869986,3.31E-10,1.43E-08,9.97E-16,88.39040488
302385571.1,2973.187275,3.72E-10,1.46E-08,1.10E-15,98.77531746
98620776.74,1739.513655,2.07E-10,2.77E-08,1.81E-15,54.77884708
1317606725,6929.4928,2.89E-10,1.09E-08,8.08E-16,107.2867139
895445970.1,5806.575183,4.13E-10,1.36E-08,9.13E-16,102.6120469
463555833.8,4602.351819,3.31E-10,1.55E-08,1.07E-15,104.4967724
894317329.5,5479.660533,4.91E-10,1.11E-08,8.18E-16,95.60933518
1561745100,7802.739185,3.72E-10,1.10E-08,7.42E-16,120.5041388
1355988683,6040.491528,2.89E-10,1.32E-08,8.30E-16,62.01353306
652579949.3,4188.658903,4.55E-10,1.65E-08,1.01E-15,53.37095318
521709016.1,3572.445914,3.31E-10,1.81E-08,1.01E-15,48.6453701
852812243,5325.768204,4.55E-10,1.47E-08,9.19E-16,77.584139
362235131.8,3140.437359,4.13E-10,1.63E-08,1.04E-15,50.15989386
789743149.4,5020.052157,3.67E-10,1.16E-08,8.91E-16,86.70296483
223708831.7,2771.610714,3.31E-10,1.94E-08,1.25E-15,61.04546356
270512762.5,3248.038904,3.31E-10,1.90E-08,1.15E-15,83.41357792
184683255.3,1906.6246,3.67E-10,2.00E-08,1.34E-15,47.51225984
462369493.4,4282.947906,1.03E-09,1.29E-08,9.06E-16,114.633542
250782275.1,2512.448531,6.15E-10,1.63E-08,1.21E-15,61.13011846
445290856.4,3714.149433,3.31E-10,1.66E-08,9.84E-16,56.37692512
499103845.7,4288.307613,2.48E-10,1.49E-08,9.52E-16,98.59777261
345769202,3462.826458,3.31E-10,1.64E-08,1.04E-15,67.8253543
332237779.5,3392.117292,4.55E-10,1.53E-08,1.08E-15,94.82714122
216435732.3,2306.255628,3.67E-10,1.81E-08,1.23E-15,50.78712497
381701302.2,2724.508162,1.94E-09,1.72E-08,1.01E-15,33.4640802
458553384.6,3302.190655,3.31E-10,1.53E-08,1.02E-15,48.28863929
594921239.3,4097.765713,4.55E-10,1.45E-08,8.99E-16,49.11878683
1065383484,5978.124086,3.31E-10,1.57E-08,9.52E-16,57.93770013
2204961680,6609.451862,2.48E-10,1.27E-08,7.57E-16,60.59564319
687480560.6,4747.51252,1.32E-09,1.48E-08,8.75E-16,63.7525629
1663178460,7263.781533,3.72E-10,1.33E-08,7.88E-16,70.86690396
1344732917,6177.834058,3.72E-10,1.36E-08,8.18E-16,67.03037012
917559727,4112.81736,3.31E-10,1.60E-08,8.95E-16,48.03991871
126557571.5,1217.645147,2.48E-10,3.01E-08,1.51E-15,18.05500527
216163607.8,2387.692247,4.55E-10,1.92E-08,1.23E-15,62.38451488
191431063.6,1850.355206,2.48E-10,2.56E-08,1.28E-15,24.57081759
302200416.7,3065.365624,4.55E-10,2.02E-08,1.07E-15,44.94448167
76365594.22,1079.373869,2.48E-10,3.21E-08,1.94E-15,22.83473611
2231557071,6336.330023,4.55E-10,1.55E-08,7.69E-16,44.6361979
2908884804,6676.833153,5.37E-10,1.14E-08,6.98E-16,36.46553257
1272839076,4155.040461,4.55E-10,1.54E-08,8.61E-16,38.75805586
774533429.3,3942.632854,7.03E-10,1.57E-08,9.81E-16,41.21589679
486918343.7,3308.931131,4.55E-10,1.62E-08,9.63E-16,47.24061893
339328518.2,2725.235233,1.03E-09,1.94E-08,1.08E-15,34.06277335
343984545.5,2795.220035,8.63E-10,1.85E-08,1.27E-15,60.17889458
375758931.9,3466.532122,2.19E-09,1.22E-08,1.03E-15,67.77255044
2377135558,5968.580305,2.48E-10,1.60E-08,7.80E-16,38.8548987
1853736475,5972.203749,3.31E-10,1.51E-08,8.10E-16,49.34921558
1603118607,5450.455186,4.55E-10,1.51E-08,7.92E-16,43.2868617
882699655.6,4341.211965,4.55E-10,1.31E-08,8.94E-16,50.31321268
607416783,3895.870258,3.31E-10,1.60E-08,9.85E-16,60.39974406
283468545.7,2860.301601,2.48E-10,1.90E-08,1.18E-15,63.1111142
2199349264,6528.256131,2.48E-10,1.30E-08,8.03E-16,57.19924658
1927548507,6674.883847,4.55E-10,1.56E-08,7.81E-16,42.4725526
1236167606,5044.922224,4.96E-10,1.44E-08,7.95E-16,42.3642002
555388036.3,3419.513021,4.55E-10,1.78E-08,9.16E-16,47.16515238
451810327.7,3174.112509,4.55E-10,1.53E-08,9.55E-16,54.64592266
284070252.3,2295.962519,7.44E-10,2.11E-08,1.22E-15,33.13926222
370814310.2,2764.655129,3.31E-10,1.90E-08,9.75E-16,46.44202588
293384037.7,2571.744575,3.31E-10,2.53E-08,1.44E-15,45.80239646
461715571.4,4069.29193,3.31E-10,1.58E-08,1.08E-15,104.5572837
493512999.4,4397.355667,3.31E-10,1.83E-08,1.08E-15,101.2355851
886065475.5,5637.111294,3.31E-10,1.40E-08,9.06E-16,114.9079381
76917553.04,1564.760516,2.48E-10,3.32E-08,2.21E-15,59.49633112
49864414.72,850.2154543,2.07E-10,3.66E-08,2.63E-15,27.62538046
45188190.23,958.4031032,2.07E-10,3.69E-08,2.81E-15,39.87180559
112958754.5,1542.01684,2.07E-10,2.99E-08,1.79E-15,38.40332381
48262317.65,1183.935301,2.07E-10,3.51E-08,2.89E-15,65.08714562
100189508.8,2098.157019,2.07E-10,2.63E-08,2.07E-15,92.66377176
75102696.65,1332.482663,2.07E-10,2.90E-08,2.12E-15,58.41269876
47502971.92,1010.470984,1.24E-10,3.70E-08,2.70E-15,39.62780506
34414412.1,941.9346524,2.07E-10,4.52E-08,3.17E-15,47.3682537
29858659.01,531.656199,1.24E-10,5.25E-08,3.63E-15,15.18903519
38377492.23,975.1561222,1.24E-10,3.74E-08,3.10E-15,47.76106166
627482755.6,5091.287645,3.31E-10,1.26E-08,8.96E-16,96.01991727
88201261.47,1173.976394,1.65E-10,2.70E-08,1.76E-15,30.66101017
50540097.27,882.6429883,1.24E-10,3.60E-08,2.78E-15,27.7209385
40208951.4,759.0092548,1.24E-10,3.64E-08,2.73E-15,22.03145706
916402828.1,6080.162861,3.31E-10,1.39E-08,9.25E-16,88.35452411
1540599115,7146.042485,3.31E-10,9.98E-09,7.58E-16,99.21504339
1242006508,5995.615131,2.48E-10,1.32E-08,8.59E-16,68.94161423
1161019458,5879.327892,4.55E-10,1.34E-08,7.54E-16,56.6156273
176190676.5,2887.581683,2.48E-10,2.74E-08,1.77E-15,114.1741494
106665586,1323.25044,3.59E-09,3.29E-08,1.89E-15,25.11367656
183940688.3,2741.130165,3.31E-10,2.28E-08,1.55E-15,114.3937216
184850818,2883.081185,3.31E-10,2.36E-08,1.57E-15,98.13307873
107986209.8,1709.715111,2.48E-10,3.61E-08,2.19E-15,61.89527403
100381487.4,1540.14406,2.48E-10,3.18E-08,2.01E-15,46.3584319
106226318.7,1328.171167,2.48E-10,3.86E-08,1.93E-15,28.56558997
119206854.8,1373.788074,2.07E-10,4.00E-08,1.95E-15,28.42620555
119141483.6,1265.94654,2.48E-10,3.50E-08,1.78E-15,30.01882347
188344831.4,1828.808641,3.67E-10,3.20E-08,1.66E-15,40.43589124
120983611.5,846.3773336,2.07E-10,3.72E-08,1.77E-15,13.15848699
144289621.8,1372.895931,3.31E-10,3.52E-08,1.69E-15,19.85064192
182926861.8,2187.665445,3.72E-10,2.88E-08,1.63E-15,62.04340525
221623938.1,2826.323847,3.72E-10,2.48E-08,1.51E-15,69.50654117
165895154.6,2515.113812,3.31E-10,3.39E-08,1.69E-15,78.16327925
347323942.7,3000.319018,2.48E-10,2.90E-08,1.39E-15,47.89143423
200286802,2589.823151,9.45E-10,2.70E-08,1.59E-15,55.74406303
227750838.3,2382.283963,3.31E-10,2.71E-08,1.51E-15,50.48802358
225431373.9,2044.658491,3.31E-10,2.57E-08,1.40E-15,37.74219413
302988828.8,2907.371811,3.31E-10,2.55E-08,1.36E-15,49.850397
138979954.2,1295.433248,2.48E-10,3.72E-08,1.79E-15,18.28694863
313428997.7,2551.697099,4.13E-10,1.88E-08,1.34E-15,48.46633785
360971116.7,2856.945469,3.31E-10,2.44E-08,1.33E-15,54.02697363
283962772.4,2945.82618,3.72E-10,1.98E-08,1.38E-15,56.07913197
347808014.5,3198.780215,2.48E-10,2.38E-08,1.32E-15,53.93942988
146795542,1426.375706,3.31E-10,2.60E-08,1.82E-15,28.09639959
180828817.1,1335.409132,2.48E-10,2.41E-08,1.71E-15,18.37022186
228494516.7,2407.190066,3.31E-10,2.99E-08,1.52E-15,45.28303334
330759893.6,2875.687525,3.31E-10,2.54E-08,1.36E-15,48.96729101
196458369.2,1958.901245,3.31E-10,1.90E-08,1.68E-15,42.57718195
4997324359,7620.769487,3.72E-10,8.92E-09,6.70E-16,33.58539237
2101991212,6493.553449,3.31E-10,1.54E-08,7.77E-16,42.41190067
930294689.8,4133.50257,4.13E-10,1.67E-08,8.81E-16,35.06314241
615757042.7,3531.294751,3.31E-10,1.73E-08,9.55E-16,52.0060999
429678742.7,2656.443219,4.55E-10,1.94E-08,1.03E-15,34.20164467
434710327.6,4004.768017,2.10E-09,1.80E-08,1.02E-15,70.95989078
201940777.2,1828.021711,2.48E-10,2.34E-08,1.33E-15,32.72026932
1485809682,5677.414692,4.55E-10,1.57E-08,8.61E-16,48.92997744
858317732,3976.420996,3.72E-10,1.53E-08,8.32E-16,47.02071205
555243643.8,3342.9703,2.47E-09,1.93E-08,1.06E-15,36.93972553
511459044.7,3005.284584,3.72E-10,1.71E-08,1.01E-15,42.89168665
312907368.7,2484.878515,1.77E-09,2.06E-08,1.20E-15,38.44135414
1891935372,6369.549329,3.72E-10,1.39E-08,7.77E-16,56.65937411
919593519.2,4017.867205,2.48E-10,1.65E-08,9.25E-16,42.54713812
640212100.9,4482.973767,3.31E-10,1.86E-08,9.88E-16,49.96738855
488009677.2,3582.308885,4.55E-10,2.03E-08,9.83E-16,43.61306011
407368529.9,3904.240202,4.55E-10,1.63E-08,1.06E-15,69.11912751
2189323359,6440.625873,3.72E-10,1.38E-08,7.81E-16,50.51636953
1537746977,6219.310237,4.55E-10,1.48E-08,7.81E-16,54.26602926
975611996.7,4865.264353,4.55E-10,1.45E-08,9.83E-16,63.12247215
898727358.3,4774.79113,4.55E-10,1.48E-08,8.95E-16,59.61172161
2176916642,7266.080023,4.55E-10,1.33E-08,7.75E-16,62.92244641
893688310,5314.83269,4.55E-10,1.67E-08,8.92E-16,66.58326615
1729337750,6616.20042,3.31E-10,1.52E-08,8.30E-16,58.55623229
1232334303,5256.024196,2.48E-10,1.81E-08,7.50E-16,35.72992708
169930104.5,1705.185217,2.81E-09,2.38E-08,1.37E-15,27.4797355
214260231.3,1647.181613,3.31E-10,2.12E-08,1.20E-15,22.32742626
87832550.66,943.1250967,1.57E-09,3.19E-08,1.78E-15,15.57610057
110989938.8,792.7641777,3.18E-09,1.94E-08,1.91E-15,12.21042631
308556951.5,1965.181135,1.11E-09,2.43E-08,1.06E-15,22.65215047
188476252.6,1561.015168,3.63E-09,2.39E-08,1.28E-15,19.91454905
209481526.7,1376.100747,2.19E-09,2.20E-08,1.24E-15,16.75165898
656048408.4,4472.974419,3.09E-09,1.55E-08,9.30E-16,65.10760862
284753071.4,2600.1575,2.68E-09,2.23E-08,1.12E-15,40.13700898
352776639.4,2320.262194,3.72E-10,4.21E-08,1.99E-15,19.13535782
79488470.79,1132.86201,6.65E-09,2.55E-08,1.94E-15,23.47384442
162632781.1,1530.275584,8.05E-09,1.87E-08,1.28E-15,28.65924841
138490402.4,1387.096762,4.17E-09,2.21E-08,1.47E-15,28.81497034
51766525.53,710.9436587,3.72E-10,3.26E-08,2.53E-15,20.07355849
102198784.7,1196.811358,4.96E-10,2.29E-08,1.69E-15,35.41404325
89782380.01,937.0787468,3.72E-10,2.53E-08,1.84E-15,21.69222501
84340416.66,1152.562493,4.46E-09,2.27E-08,1.85E-15,38.46228376
63418476.23,834.3014667,3.26E-09,2.91E-08,2.12E-15,23.18516166
106157798,1116.50434,4.71E-09,2.52E-08,1.62E-15,25.55279948
148045290.5,1477.12138,5.41E-09,2.02E-08,1.39E-15,28.37248887
126763543.9,1160.569796,1.16E-09,1.77E-08,1.59E-15,25.15698938
140766536.8,1588.236771,4.25E-09,2.17E-08,1.45E-15,35.72009642
81471957.94,973.1724483,3.72E-10,2.75E-08,1.89E-15,27.03631687
47556110.05,570.5241525,1.24E-10,3.46E-08,2.55E-15,12.58393972
37938745.42,529.5532498,2.48E-10,3.44E-08,2.89E-15,14.1555797
41743534.79,616.6038339,3.72E-10,3.82E-08,2.70E-15,18.40353115
37328785.82,612.9188947,2.48E-10,3.78E-08,3.05E-15,16.1633989
148801848.3,1603.245978,3.43E-09,1.94E-08,1.46E-15,34.09225681
97500095.99,1106.882799,3.39E-09,2.36E-08,1.71E-15,19.90258859
119709136.2,1371.411001,1.17E-08,1.98E-08,1.57E-15,29.83905447
85713674.37,963.120873,1.24E-10,2.66E-08,1.84E-15,21.05690746
47875777.11,697.8817127,2.89E-10,2.90E-08,2.64E-15,19.27202307
72699271.14,902.2168895,6.07E-09,2.28E-08,2.01E-15,22.35117944
53427345.32,666.4993794,1.00E-10,3.43E-08,2.28E-15,20.49930306
315110635.8,2182.281005,2.93E-09,1.81E-08,1.03E-15,30.94726992
312829801,3422.671971,2.89E-09,1.58E-08,1.11E-15,84.1943663
297670872.8,2901.289564,3.22E-09,1.68E-08,1.11E-15,57.16688994
91466289.53,1327.054143,5.66E-09,2.34E-08,1.79E-15,34.18022045
82638850.07,978.7719004,2.48E-10,2.82E-08,1.92E-15,25.62844771
76652826.99,1003.690785,3.34E-09,2.82E-08,1.99E-15,28.51861987
46640070.62,601.8069777,1.74E-09,4.72E-08,3.18E-15,11.17813198
57557303.4,731.9536083,2.89E-09,2.71E-08,2.47E-15,14.94015164
128231386.1,1852.267026,2.06E-09,2.56E-08,1.66E-15,52.77454862
73539755.76,756.7758003,1.81E-09,3.94E-08,2.10E-15,13.74357516
152636753.3,1926.90425,2.60E-09,2.90E-08,1.59E-15,32.46261697
58321023.26,745.2178774,7.23E-09,2.78E-08,2.34E-15,14.73632985
80381967.91,924.6337467,2.07E-10,3.42E-08,1.98E-15,18.24821585
174427619.1,1930.226499,2.19E-09,2.52E-08,1.45E-15,34.77770211
119723041.5,997.5121535,7.44E-10,2.90E-08,1.59E-15,15.91407762
146626658.4,1708.541625,2.35E-09,2.76E-08,1.51E-15,35.65926591
91490386.95,1005.571119,1.32E-09,3.34E-08,1.90E-15,19.35818711
186985806.5,2446.076227,4.79E-09,2.69E-08,1.38E-15,42.42339883
158575590.3,1783.432431,3.96E-09,2.45E-08,1.60E-15,40.07245895
62830172.4,1130.218949,4.50E-09,3.58E-08,2.24E-15,35.93658185
262400201.4,1804.552389,3.31E-10,2.81E-08,1.23E-15,23.56490947
116639807.7,1317.116876,2.07E-10,2.98E-08,1.72E-15,27.10506262
113908233,1788.768596,2.31E-09,2.90E-08,1.69E-15,39.55210246
61153235.9,572.3004502,1.24E-10,3.78E-08,2.14E-15,11.50639246
42365752.24,468.686122,1.36E-09,3.77E-08,2.60E-15,8.773047562
112471570.6,991.606056,2.72E-09,3.36E-08,1.71E-15,18.23593523
44477069.13,499.9214605,1.24E-10,4.93E-08,2.57E-15,8.872327013
60636791.14,637.6453552,2.23E-09,4.73E-08,2.35E-15,12.82562175
42158527.2,643.247895,1.19E-08,2.78E-08,3.13E-15,17.73451944
42043710.51,454.4569848,4.15E-08,5.21E-08,2.69E-15,9.743998031
28416075.86,447.5531527,1.00E-10,4.03E-08,3.49E-15,14.4077501
244549309.4,2199.43837,2.48E-10,3.14E-08,1.35E-15,27.40289457
91130260.08,1338.966082,2.48E-10,3.79E-08,2.09E-15,30.06515249
143128856.7,1889.499228,1.48E-09,2.44E-08,1.63E-15,50.03712936
57298244.11,813.5049873,5.00E-09,2.10E-08,2.65E-15,17.24272325
44577168.16,595.2887866,1.90E-09,4.47E-08,2.54E-15,10.11690511
64867211.27,681.7940147,1.24E-10,3.38E-08,2.14E-15,15.27055402
127879813.6,1844.382794,3.71E-09,1.97E-08,1.58E-15,57.46494904
67516846.57,952.2179518,2.23E-09,3.09E-08,2.13E-15,25.90548563
293030330.1,3502.122388,2.60E-09,1.64E-08,1.11E-15,98.78663196
69733817.64,895.8654839,3.96E-09,3.51E-08,2.03E-15,23.05108185
47683028.68,1416.495971,4.83E-09,3.13E-08,2.77E-15,100.9434871
108511810.2,1910.309672,2.52E-09,2.42E-08,1.83E-15,62.95318224
33030180.2,522.4328849,2.07E-10,4.56E-08,3.19E-15,12.70452355
70951655.01,928.4857152,2.93E-09,3.65E-08,2.13E-15,20.95799275
35040994.12,456.104708,1.99E-08,2.93E-08,3.70E-15,9.761664287
58263641.94,917.708952,1.28E-09,3.38E-08,2.40E-15,25.96520031
37899124.7,772.6543375,2.76E-09,3.67E-08,3.02E-15,25.46682659
73918154.89,950.4131562,2.07E-10,3.10E-08,2.03E-15,27.03735954
55031527.18,1092.392273,9.09E-10,3.10E-08,2.45E-15,46.92389048
46545047.35,764.1954387,1.24E-10,3.94E-08,2.75E-15,22.56200844
28190796.97,600.1238461,2.07E-10,4.37E-08,3.61E-15,19.99421447
36471943.01,1031.985299,3.72E-10,3.58E-08,3.20E-15,68.40267683
48729688.29,1096.086406,7.03E-10,2.75E-08,2.65E-15,60.86006639
35296889.52,858.3727156,9.92E-10,3.71E-08,3.18E-15,34.12322652
32830993.59,471.724952,1.24E-10,4.06E-08,3.17E-15,15.12787938
49127799.33,1320.906326,4.13E-10,2.61E-08,2.51E-15,89.00317883
33225308.2,668.9008216,1.00E-10,3.62E-08,3.19E-15,26.15514851
27363366.59,504.6399432,1.00E-10,4.28E-08,3.55E-15,14.76726627
74972877.81,1199.031538,8.09E-09,3.11E-08,2.28E-15,45.39876091
60629177.82,762.4929164,4.33E-09,3.88E-08,2.37E-15,14.02960334
64243702.2,894.0233302,2.64E-09,3.86E-08,2.41E-15,22.68299354
80222949.77,1063.815441,3.22E-09,3.40E-08,2.20E-15,25.68224101
54304511.59,551.3619659,1.65E-10,4.05E-08,2.56E-15,12.04818385
59610599.28,575.3278024,4.13E-10,4.14E-08,2.40E-15,11.77360324
37184889.32,492.6733002,1.00E-10,4.80E-08,3.24E-15,9.82112885
74515150.8,671.0636519,1.24E-10,3.73E-08,2.26E-15,12.53232128
70091154.65,792.530945,6.20E-10,3.81E-08,2.32E-15,15.53730278
105586970.5,1592.807747,7.03E-10,3.25E-08,1.95E-15,34.9777236
71572571.8,842.4157056,3.26E-09,3.23E-08,2.22E-15,17.21072153
80077039.13,999.8218032,5.49E-09,3.40E-08,2.20E-15,19.42852029
63110258.41,977.8990023,1.36E-09,3.93E-08,2.50E-15,22.79793605
86459121.92,1418.074257,3.31E-10,3.25E-08,2.13E-15,38.06175633
79589511,801.7724304,2.07E-10,3.73E-08,2.10E-15,14.97823157
67678001.95,741.6046745,2.07E-10,3.81E-08,2.34E-15,14.40588425
84876042.95,935.5246903,9.87E-10,3.45E-08,2.18E-15,21.11010727
106166826.1,1594.9116,1.40E-09,2.51E-08,1.87E-15,59.33265386
81701787.82,1027.399246,4.58E-09,3.50E-08,2.22E-15,24.88655619
78446270.03,1163.225733,1.23E-09,3.20E-08,2.09E-15,33.04564626
68673528.55,1074.401308,2.52E-09,3.84E-08,2.35E-15,23.11156074
40283351.26,598.6234409,1.24E-10,4.96E-08,2.82E-15,12.05948622
67015660.7,870.2298536,1.24E-10,3.49E-08,2.27E-15,24.47994941
68512071.88,1103.776395,1.65E-10,4.15E-08,2.40E-15,27.12677009
62268420.74,1046.901164,3.38E-09,3.61E-08,2.39E-15,28.52359737
52040244.59,789.5406183,1.65E-10,4.42E-08,2.52E-15,22.30470231
49041078.18,627.6017094,2.07E-10,3.96E-08,2.56E-15,16.12192388
111474357.7,1667.311658,2.27E-09,2.98E-08,1.87E-15,48.25432906
82626711.43,1007.844648,1.56E-08,2.80E-08,1.96E-15,24.73792202
30364429.71,406.6100562,5.80E-08,5.57E-08,3.22E-15,8.693492122
32889368.69,403.8540983,5.65E-08,5.07E-08,2.99E-15,8.997311247
20941977.3,364.809829,4.31E-08,5.33E-08,4.10E-15,9.07946733
31190718.06,826.9396072,2.31E-09,4.47E-08,3.39E-15,30.49164732
32788792.27,525.4813092,1.00E-10,4.76E-08,3.21E-15,13.27816538
26492754.22,478.4219276,1.00E-10,5.15E-08,3.63E-15,12.58005478
26189326.79,526.0785312,1.24E-10,4.58E-08,3.70E-15,22.58466796
32499488.11,565.1551041,1.00E-10,4.29E-08,3.36E-15,15.4199432
18877527.91,370.0449345,5.81E-08,5.60E-08,4.27E-15,9.726559024
22070787.19,382.7588735,3.44E-08,5.11E-08,3.86E-15,11.26030006
22512847.43,436.3748733,4.07E-08,5.78E-08,3.87E-15,9.420426648
23417582.4,329.5278082,6.02E-08,5.75E-08,3.77E-15,8.088878541
16149889.91,320.6755685,5.54E-08,5.71E-08,4.85E-15,6.58109145
19074314.24,423.4081218,4.35E-08,5.32E-08,4.33E-15,11.37246195
20978038.23,296.67408,4.13E-08,5.66E-08,4.08E-15,6.277437473
19598965.21,379.2153018,5.44E-08,5.46E-08,4.30E-15,8.904301427
217660997.3,3007.84409,3.31E-10,1.87E-08,1.27E-15,85.61884605
330486649.7,2371.656198,2.48E-10,1.14E-08,1.01E-15,45.68880887
138533754.2,2045.191591,3.31E-10,2.27E-08,1.39E-15,48.26039691
270257100.1,2602.753869,3.31E-10,1.91E-08,1.04E-15,43.55378722
137040662.5,1650.222951,3.31E-10,2.36E-08,1.35E-15,42.32501391
446864571.6,4191.543237,4.13E-10,1.51E-08,9.58E-16,83.40750146
633269762.8,5077.539559,3.31E-10,1.36E-08,8.76E-16,89.52522966
310801004.2,3341.023061,2.48E-10,1.92E-08,1.11E-15,76.3139588
392188552.8,3669.301355,4.13E-10,1.62E-08,1.02E-15,90.90590048
198461254,1525.975613,2.07E-10,2.18E-08,1.20E-15,28.57633705
598018061.5,5545.874407,3.31E-10,1.45E-08,9.88E-16,141.0572689
345055935.5,3312.590473,1.32E-09,1.36E-08,1.03E-15,56.28334841
298150916.9,3314.971341,2.48E-10,1.91E-08,1.14E-15,72.95974734
208688367.9,2964.478949,3.31E-10,2.26E-08,1.23E-15,65.7108181
150273107.7,1177.027465,2.48E-10,1.83E-08,1.44E-15,20.21435169
130408406.1,1165.320281,2.56E-09,2.48E-08,1.50E-15,16.73610338
428313827.8,2960.962905,2.48E-10,1.79E-08,9.63E-16,44.82179766
394023186.7,2706.554582,4.96E-10,1.97E-08,9.18E-16,43.54721574
127701506.9,1734.01072,3.31E-10,2.61E-08,1.44E-15,32.75728837
134936586.3,1188.32853,4.55E-10,2.32E-08,1.45E-15,27.71440622
343913833.8,2898.591897,1.07E-09,1.86E-08,9.72E-16,38.56163729
255131518.4,2305.9562,4.91E-10,2.19E-08,1.12E-15,41.31798124
46664032.01,668.7648687,4.95E-09,3.61E-08,2.38E-15,16.76870325
42706910.21,580.0829853,2.40E-09,3.61E-08,2.57E-15,11.89104049
93445854.18,1062.603835,2.07E-10,2.93E-08,1.73E-15,20.70636781
72262205.67,750.1775108,2.43E-10,3.50E-08,1.93E-15,15.52402356
61728928.12,696.273038,2.48E-10,3.17E-08,2.27E-15,15.79644806
37454144.52,525.1696627,1.00E-10,3.75E-08,2.78E-15,13.66214302
17369777.19,340.6675708,4.50E-08,5.14E-08,4.87E-15,11.51912028
25449834.64,411.3663964,5.41E-08,4.53E-08,3.73E-15,9.498440101
22791084.36,349.0785319,3.59E-08,4.69E-08,3.69E-15,7.973793804
42056007.92,588.0045645,3.97E-09,3.05E-08,2.71E-15,19.1912204
44863890.72,696.8655361,2.48E-10,3.07E-08,2.67E-15,22.0768213
23365307.89,429.0794166,4.69E-08,4.44E-08,3.93E-15,13.32745781
26816492.45,404.8885208,2.73E-08,4.35E-08,3.36E-15,10.75770081
20233852.15,309.5298595,4.72E-08,4.87E-08,3.96E-15,8.547026541
57332700.46,756.8981669,1.24E-10,3.14E-08,2.11E-15,24.49879548
40823528.91,500.5284725,1.00E-10,4.32E-08,2.66E-15,10.91284034
32416966.02,372.3728039,5.66E-08,4.23E-08,2.92E-15,9.77361581
27952142.76,446.0885005,1.00E-10,4.52E-08,3.33E-15,10.12342175
18169792.04,309.4714798,6.07E-08,5.34E-08,4.18E-15,8.216565048
21509146.99,375.9460413,3.32E-08,4.34E-08,3.94E-15,9.867168301
53422337.13,784.4432102,1.24E-10,3.16E-08,2.33E-15,23.61677913
39444156.42,551.0427065,2.68E-09,4.19E-08,2.65E-15,13.02555513
38546202.29,595.575987,1.24E-10,3.64E-08,2.76E-15,16.8065786
30400557.69,388.6730088,8.26E-09,4.37E-08,3.09E-15,10.1208863
19982816.16,288.5511363,5.44E-08,5.02E-08,4.13E-15,7.313090767
39765029.25,540.3889216,2.48E-10,3.93E-08,2.69E-15,12.55354
30663712.99,520.5642855,1.24E-10,4.43E-08,3.00E-15,14.45302233
36810928.97,614.0718087,1.24E-10,4.04E-08,2.76E-15,18.49489979
65257433.31,1124.259512,1.24E-10,3.02E-08,2.05E-15,47.31688408
84197577.46,1009.740377,4.55E-10,2.93E-08,1.79E-15,20.90976242
42078200.64,662.5320829,2.48E-10,3.92E-08,2.67E-15,17.77380996
35090045.64,606.2852869,2.06E-09,4.11E-08,3.03E-15,15.67308665
38442479.52,569.9119262,1.00E-10,3.98E-08,2.70E-15,17.60380535
21421786.24,446.9461175,1.00E-10,4.72E-08,3.84E-15,12.67271422
24450316.66,416.4790082,5.37E-10,4.10E-08,3.74E-15,12.55578039
50096170.46,1089.236068,2.89E-10,3.00E-08,2.48E-15,59.10994202
141397673.1,2166.660246,9.95E-09,1.56E-08,1.50E-15,60.75675824
75835105.85,1039.665686,7.03E-10,3.00E-08,1.86E-15,20.70305814
21961778.36,451.5349852,1.00E-10,4.58E-08,3.97E-15,15.42545783
40587723.53,868.6669328,2.35E-09,3.37E-08,2.79E-15,46.00112071
101225616.3,1171.024678,4.08E-10,2.83E-08,1.66E-15,27.37168031
31726555.25,598.44451,4.55E-10,3.93E-08,3.16E-15,18.95221855
31027453.33,466.8537615,1.00E-10,3.90E-08,3.27E-15,14.89617845
36909869.18,549.9157123,1.00E-10,3.93E-08,2.99E-15,17.65871895
158946122.8,1855.225133,2.89E-10,2.63E-08,1.42E-15,38.4122587
112920418,1041.162136,2.27E-09,1.10E-08,1.77E-15,15.00987287
